descriptio,gx_media_l,name,DPTO,NOMBRE_DPT,AREA,PERIMETER,HECTARES
"<img src=""https://lh4.googleusercontent.com/proxy/HHR0lE95fJfyJjBAoClbRVmK70AmvcdfjnmqnizdlyOxj1x_FChVtQSDDi8IlZpNp6FNvguPZMK8hexoNRAoIKisLY888ODz2WHJsFwS7zJQK8yxdya1utaR3heYFNv6LkBE3HthKvwzrZCbVFwfpwUCo07T3b0EYtoQ9Pw2ptmbB3kyQWU"" height=""200"" width=""aut",https://lh4.googleusercontent.com/proxy/HHR0lE95fJfyJjBAoClbRVmK70AmvcdfjnmqnizdlyOxj1x_FChVtQSDDi8IlZpNp6FNvguPZMK8hexoNRAoIKisLY888ODz2WHJsFwS7zJQK8yxdya1utaR3heYFNv6LkBE3HthKvwzrZCbVFwfpwUCo07T3b0EYtoQ9Pw2ptmbB3kyQWU,9003 POMED Aures Medellin,"05",ANTIOQUIA,63351855546.895,1963728.843,6335185.555
"<img src=""https://lh5.googleusercontent.com/proxy/sCGCgVjKGoK6zBdcQe-pGeSmv8PfHPHZNYHiNJTe51wOCrwB9Tly8tCVLd2UQL7WdzzUZ_4mUCoFwIo6G1sT1VZ0biIpxmFJfvGOn4RRKMu2YnMJwkNh-G2WFZDegWJxXKqJMaOE8GnDA5nClVtoSuRcAKZPsXMTz1P2HqIWtoAmb1iLVKFG"" height=""200"" width=""au",https://lh5.googleusercontent.com/proxy/sCGCgVjKGoK6zBdcQe-pGeSmv8PfHPHZNYHiNJTe51wOCrwB9Tly8tCVLd2UQL7WdzzUZ_4mUCoFwIo6G1sT1VZ0biIpxmFJfvGOn4RRKMu2YnMJwkNh-G2WFZDegWJxXKqJMaOE8GnDA5nClVtoSuRcAKZPsXMTz1P2HqIWtoAmb1iLVKFG,9017 EJEBE BIOSP Bello,"05",ANTIOQUIA,63351855546.895,1963728.843,6335185.555
"<img src=""https://lh3.googleusercontent.com/laQ5wxbptGThiGs_LGDXL3Yiz2D4jriq5FSxSuJUZuUN4CLbK6zb1WI69Mp6C3ciZ4mqbMY4M0hP64FxBBI9N9Vg0X-tTp48yfvCmss6QnBaBUngavAgvEiZoJp4yYw"" height=""200"" width=""auto"" /><br><br>Direcci?n: Carrera 27 # 13-90 Sabanalarga<br>",https://lh3.googleusercontent.com/laQ5wxbptGThiGs_LGDXL3Yiz2D4jriq5FSxSuJUZuUN4CLbK6zb1WI69Mp6C3ciZ4mqbMY4M0hP64FxBBI9N9Vg0X-tTp48yfvCmss6QnBaBUngavAgvEiZoJp4yYw,302 EC Sabanalarga,"08",ATLANTICO,3360765349.961,240936.172,336076.535
"<img src=""https://lh5.googleusercontent.com/hkFy-j2X5RsPP3jHdmr_e1q1OwEo69kI63do8EtCK-vDuMsIfJzwoERmIw5Kfte2wUGgo0Gg8XQowexfvp1XVayFkTuwG2AytW3aCmvIVFb2bvkuivraXxAwjAztADc"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 76 Carrera 8 Esquina (Barran",https://lh5.googleusercontent.com/hkFy-j2X5RsPP3jHdmr_e1q1OwEo69kI63do8EtCK-vDuMsIfJzwoERmIw5Kfte2wUGgo0Gg8XQowexfvp1XVayFkTuwG2AytW3aCmvIVFb2bvkuivraXxAwjAztADc https://lh6.googleusercontent.com/U_c0qrWRUGAYOkKlOgJ6gm5q9cDxIbRex9PeIFUeeKBx8LFcowrFhcB4g5,322 EPMSC Barranquilla,"08",ATLANTICO,3360765349.961,240936.172,336076.535
"<img src=""https://lh3.googleusercontent.com/proxy/D6ENI6LVQMJNeite19UgEPv1TtwFnoT5NgJZ_wWQ3yTKBtfw2ciYcPTFE8u3dUzpq8Ut3SOzYTf-ANJcMwLP_6ZbPU0drbVYLMcR4646BJIt-OfDbjUlpU5vCpV84imtbSXUOn8wea3E5_7uQkhalleoRSJH0IlByn6RDm0ZEtgiETXRLpQ"" height=""200"" width=""aut",https://lh3.googleusercontent.com/proxy/D6ENI6LVQMJNeite19UgEPv1TtwFnoT5NgJZ_wWQ3yTKBtfw2ciYcPTFE8u3dUzpq8Ut3SOzYTf-ANJcMwLP_6ZbPU0drbVYLMcR4646BJIt-OfDbjUlpU5vCpV84imtbSXUOn8wea3E5_7uQkhalleoRSJH0IlByn6RDm0ZEtgiETXRLpQ,9021 EJEMA BIVER Malambo,"08",ATLANTICO,3360765349.961,240936.172,336076.535
"<img src=""https://lh3.googleusercontent.com/FagWoJYwqRTh5Wd1zFnAO7_VNtCJ-c6iM10B_jVoq3xZ1UzgeLmRSvr76Rh9yVt9Ck5p_GBmpiBRnaEH5C6AAv4ksc1t7Ilfbibc4AS3vDtTZgdvi94at2AsX8ybkB4"" height=""200"" width=""auto"" /><br><br>Direcci?n: Cra. 10 No.15-22, Bogot? D.C.<br>T",https://lh3.googleusercontent.com/FagWoJYwqRTh5Wd1zFnAO7_VNtCJ-c6iM10B_jVoq3xZ1UzgeLmRSvr76Rh9yVt9Ck5p_GBmpiBRnaEH5C6AAv4ksc1t7Ilfbibc4AS3vDtTZgdvi94at2AsX8ybkB4,100 Regional Central,"11",SANTAFE DE BOGOTA D.C,1650947779.134,323322.540,165094.778
"<img src=""https://lh5.googleusercontent.com/proxy/L54zBDdIKAYevrglv-tCrX80Z__T8RhXNZdGU0lHoMFE98-pSAjDa3dXF_bF0J0J0Nj8DPZVKpHeyPKdFNftC-5q_s-O4NB1FSU-UB4Bub10j6BFOXvtN0ydZdFLEIFMj-SKi8rMtoSPqwGD4uU"" height=""200"" width=""auto"" /><br><br>Direcci?n: Kil?metr",https://lh5.googleusercontent.com/proxy/L54zBDdIKAYevrglv-tCrX80Z__T8RhXNZdGU0lHoMFE98-pSAjDa3dXF_bF0J0J0Nj8DPZVKpHeyPKdFNftC-5q_s-O4NB1FSU-UB4Bub10j6BFOXvtN0ydZdFLEIFMj-SKi8rMtoSPqwGD4uU https://lh5.googleusercontent.com/proxy/LbFBx8f0nUBEIO1vps6NT8vCdD,113 COMEB,"11",SANTAFE DE BOGOTA D.C,1650947779.134,323322.540,165094.778
"<img src=""https://lh3.googleusercontent.com/E947LFfGOG3-n75-DixAWkrn9gcVZ_QQQ9hgEglRBzNedKZldHfBc67pFK_Rv9RXvaqhPu2Ok9PLe2WJOoywl8eMmdHnvM831WY8nS71XOvkXkZXUYqYgkqOvrqKP5DXAw"" height=""200"" width=""auto"" /><br><br>Direcci?n: Carrera 56 #18 A 47 Bogot? D.C.",https://lh3.googleusercontent.com/E947LFfGOG3-n75-DixAWkrn9gcVZ_QQQ9hgEglRBzNedKZldHfBc67pFK_Rv9RXvaqhPu2Ok9PLe2WJOoywl8eMmdHnvM831WY8nS71XOvkXkZXUYqYgkqOvrqKP5DXAw https://lh5.googleusercontent.com/IUWWaCQRMAhTPdAGejwFUIl4SP_LsrhzF8HPZR1wtwWIYIuPlhSqgNG,114 EC Bogota,"11",SANTAFE DE BOGOTA D.C,1650947779.134,323322.540,165094.778
"<img src=""https://lh3.googleusercontent.com/m9Et3ZSFMuCxKgZDcqC6OzqJhQziCPmr7UQcLJOHbNgohvxkHbYgCO1sGnmnhn7aPRteMApzHiZEN8DYZ5KxUkE_HonYYdB-uP4o3A-yVEJvAOgHAEqkzc0RSN5XbWJa"" height=""200"" width=""auto"" /><br><br>Direcci?n: Cra 47. No. 84 ? 25 Barrio Entre",https://lh3.googleusercontent.com/m9Et3ZSFMuCxKgZDcqC6OzqJhQziCPmr7UQcLJOHbNgohvxkHbYgCO1sGnmnhn7aPRteMApzHiZEN8DYZ5KxUkE_HonYYdB-uP4o3A-yVEJvAOgHAEqkzc0RSN5XbWJa,129 RM Bogota,"11",SANTAFE DE BOGOTA D.C,1650947779.134,323322.540,165094.778
"<img src=""https://lh5.googleusercontent.com/proxy/SJrNUmpR31Clea2Ig0XmoihJBpe5px6uzziONTaKa6RhavLk_qOR_t8g6nC1x8vaUqoCwh3IOncQLlNOTGve1q95h8fsJDYAfYGuOvpJIVaEHMs7Az7MFIC8C9P0addahRR4f81hF83NIIec4KOE8AIymfqnvtSC5LVXmNKO2nK_YeCubP8"" height=""200"" width=""aut",https://lh5.googleusercontent.com/proxy/SJrNUmpR31Clea2Ig0XmoihJBpe5px6uzziONTaKa6RhavLk_qOR_t8g6nC1x8vaUqoCwh3IOncQLlNOTGve1q95h8fsJDYAfYGuOvpJIVaEHMs7Az7MFIC8C9P0addahRR4f81hF83NIIec4KOE8AIymfqnvtSC5LVXmNKO2nK_YeCubP8,9006 EJEPO Batallon De Policia Militar No. 13,"11",SANTAFE DE BOGOTA D.C,1650947779.134,323322.540,165094.778
"<img src=""https://lh6.googleusercontent.com/proxy/03G01fvL6CmCmU57C7Xwq7PDXBOcHRmidmIbNelEH2rwuamWNXoHCdlvQomdHlffVrO9XjwXfu7Ms1rMIlN2bcLNlnIVX-BfB3xEb5SWDb_W6qtQha-fcIpJYJkrKIlPtFVRWqZXicfanyuwDjdbcKYfnvgIwLJobYB-cw-MaKJZqZ47gRA"" height=""200"" width=""aut",https://lh6.googleusercontent.com/proxy/03G01fvL6CmCmU57C7Xwq7PDXBOcHRmidmIbNelEH2rwuamWNXoHCdlvQomdHlffVrO9XjwXfu7Ms1rMIlN2bcLNlnIVX-BfB3xEb5SWDb_W6qtQha-fcIpJYJkrKIlPtFVRWqZXicfanyuwDjdbcKYfnvgIwLJobYB-cw-MaKJZqZ47gRA,9011 EJART Batallon De Artilleria No. 13,"11",SANTAFE DE BOGOTA D.C,1650947779.134,323322.540,165094.778
"<img src=""https://lh4.googleusercontent.com/GYnx2qXyRVq3hurMglBlnycBndOWJytRpdgtYsfmueep95UIxw9tv_N0a71_CBU2hH1coxeN6s9_2NtOedXGQ877M37rwt8AbcwV7bAzJey3iTCJ_FdQb96xY16Hdv6n"" height=""200"" width=""auto"" /><br><br>Direcci?n: Barrio Camilo Torres<br>Tel: Cana",https://lh4.googleusercontent.com/GYnx2qXyRVq3hurMglBlnycBndOWJytRpdgtYsfmueep95UIxw9tv_N0a71_CBU2hH1coxeN6s9_2NtOedXGQ877M37rwt8AbcwV7bAzJey3iTCJ_FdQb96xY16Hdv6n,305 EPMSC Magangue,"13",BOLIVAR,26141894527.750,1309427.968,2614189.453
"<img src=""https://lh6.googleusercontent.com/D-Qbwxo9kujzWF72EWOb_qVIUKhDLiX6eRkE2ZcKNOXZwmAL5mpy-1Zy_FZIku1Y4rxumH5nf1TlfbZb6RO7PSxxD4ZAYzksFCyn_JUkkf-OClQyTRvTkuajZ788QWX7"" height=""200"" width=""auto"" /><br><br>Direcci?n: Carretera Troncal Kilometro 3<br>",https://lh6.googleusercontent.com/D-Qbwxo9kujzWF72EWOb_qVIUKhDLiX6eRkE2ZcKNOXZwmAL5mpy-1Zy_FZIku1Y4rxumH5nf1TlfbZb6RO7PSxxD4ZAYzksFCyn_JUkkf-OClQyTRvTkuajZ788QWX7,303 EPMSC Cartagena,"13",BOLIVAR,26141894527.750,1309427.968,2614189.453
"<img src=""https://lh4.googleusercontent.com/JAF4vqGOmxKgepCDOvcRt8tOBF85sA4KBdHTmUNNe49cgF7-02zrywaux1SkzXk1Xf55PcwsxlwM8TFrtR_ZfCNiahELap8eoqBlnr3ssXOytmyz2Uhl8k_SIfzJIT7P"" height=""200"" width=""auto"" /><br><br>Direcci?n: Km. 2 V?a Santa Rosa - Cerinza, S",https://lh4.googleusercontent.com/JAF4vqGOmxKgepCDOvcRt8tOBF85sA4KBdHTmUNNe49cgF7-02zrywaux1SkzXk1Xf55PcwsxlwM8TFrtR_ZfCNiahELap8eoqBlnr3ssXOytmyz2Uhl8k_SIfzJIT7P,103 EPMSC Santa Rosa de Viterbo,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh6.googleusercontent.com/B5ZqpZPCONmkZnroL8ZyIhJNWPmfoyjWF1Nnnze_757Mo7UgvvHO6IJTrcBhlT4Zo_tGp7f0xj5Qq2sbCq46yKT9N_hxQ6pPSU8ZFX2bB89Uj_IfS593hLg5Pd9TOVg"" height=""200"" width=""auto"" /><br><br>Direcci?n: Kil?metro 2 V?a A Bogot?, Chiquinq",https://lh6.googleusercontent.com/B5ZqpZPCONmkZnroL8ZyIhJNWPmfoyjWF1Nnnze_757Mo7UgvvHO6IJTrcBhlT4Zo_tGp7f0xj5Qq2sbCq46yKT9N_hxQ6pPSU8ZFX2bB89Uj_IfS593hLg5Pd9TOVg,104 EPMSC Chiquinquira,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh3.googleusercontent.com/mpC2ZhAGyveA4js-cLAYQz2Y_TsrrkWldsB5S7_FF31NQWnJRp6nkKeMbUZF-gI0Oi07a7ttL4AIVjl3YjBzwQH0cMPeELITbPQg31ixVlObyHw4Lud9RcPkMPJ5EM4L"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 7 #15-08, Diutama (Boyac?)<",https://lh3.googleusercontent.com/mpC2ZhAGyveA4js-cLAYQz2Y_TsrrkWldsB5S7_FF31NQWnJRp6nkKeMbUZF-gI0Oi07a7ttL4AIVjl3YjBzwQH0cMPeELITbPQg31ixVlObyHw4Lud9RcPkMPJ5EM4L https://lh3.googleusercontent.com/bjPfxaaF_cOVOAGJUWiUp1S2JN4HTujI7zvCg3NWoLRuLgocNWYzaJ7or,105 EPMSC Duitama,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh6.googleusercontent.com/BP43eWQ7LJ18AxXVk2hfkxaSnyPMcYRGzX1w_SbtcmIdY310F8VJts6zI_Pm9Pd2TZXYEAgn1wPGxPlfiDv9ZdoslNIaB2rNYD1Frw7TZtvu8ztx8Z7z1M5G1g8aRhE"" height=""200"" width=""auto"" /><br><br>Direcci?n: Carrera 10 #9-93, Garagoa (Boyac?)",https://lh6.googleusercontent.com/BP43eWQ7LJ18AxXVk2hfkxaSnyPMcYRGzX1w_SbtcmIdY310F8VJts6zI_Pm9Pd2TZXYEAgn1wPGxPlfiDv9ZdoslNIaB2rNYD1Frw7TZtvu8ztx8Z7z1M5G1g8aRhE,106 EPMS Garagoa,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh5.googleusercontent.com/xRXba1XOBBRb65VkgcHZptGoRr4hvcekRACX19nl7jNWAygLTGwOdMQsIKD5ORwDLkWlOKI9Epo_aYk_P0c92uTsFM6mpB0IlL5BmbzaBuodYpZS5GJ56eEq96lqzG1cag"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 9 N? 6-35, Guateque (Cund",https://lh5.googleusercontent.com/xRXba1XOBBRb65VkgcHZptGoRr4hvcekRACX19nl7jNWAygLTGwOdMQsIKD5ORwDLkWlOKI9Epo_aYk_P0c92uTsFM6mpB0IlL5BmbzaBuodYpZS5GJ56eEq96lqzG1cag,107 EPMSC Guateque,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh6.googleusercontent.com/U1n4YXTVgfM-4J_U6s7TV58cNwCk-yntMfkUf07oPJ-YVKBSADz1u5VvlEYfs6ThMS-uOWXvU5cW_ccbmvZ1Ap2FC24DtoLueUiNXfspao-nR5poOvu8AXoZscKr8M6PAg"" height=""200"" width=""auto"" /><br><br>Direcci?n: Kilometro 1 Salida A Barbosa, M",https://lh6.googleusercontent.com/U1n4YXTVgfM-4J_U6s7TV58cNwCk-yntMfkUf07oPJ-YVKBSADz1u5VvlEYfs6ThMS-uOWXvU5cW_ccbmvZ1Ap2FC24DtoLueUiNXfspao-nR5poOvu8AXoZscKr8M6PAg,109 EPMSC Moniquira,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh5.googleusercontent.com/PUOvmzHo0fd1xMTTBljuVWLRQp6nV5uv5btCK0O3gcFoao-mK-dta9pHLLb9Nvv5fX_iuaUzi5AkpGJKcNsAa01WT-FCcnVu51YSU9xvInA8nr_qaDfNGMjoWYy4sJMh"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 8 # 4-08, Ramiriqui (Boyac?",https://lh5.googleusercontent.com/PUOvmzHo0fd1xMTTBljuVWLRQp6nV5uv5btCK0O3gcFoao-mK-dta9pHLLb9Nvv5fX_iuaUzi5AkpGJKcNsAa01WT-FCcnVu51YSU9xvInA8nr_qaDfNGMjoWYy4sJMh,110 EPMS Ramiriqui,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh3.googleusercontent.com/Vp4pwemVJd_03qh4FTrFPUM0qpJRs5BXhLY2Q1lz-UDwkLJ7xNGM3Szb5gP-pR6PDh8xrMe5Bqxt9-vi3dPvCNzNmHXW1Nn3bUn2qJV-xeC5S32ReJhkO05xfVPkekjGFQ"" height=""200"" width=""auto"" /><br><br>Direcci?n: Cra 9? No 1?- 16 Sur. Barri? La",https://lh3.googleusercontent.com/Vp4pwemVJd_03qh4FTrFPUM0qpJRs5BXhLY2Q1lz-UDwkLJ7xNGM3Szb5gP-pR6PDh8xrMe5Bqxt9-vi3dPvCNzNmHXW1Nn3bUn2qJV-xeC5S32ReJhkO05xfVPkekjGFQ https://lh6.googleusercontent.com/eC8QlxGaCIEHuMQyS6SIEkYe-1lZKkkemAVivGBIK_dI2-OdLzwNIYb,112 EPMSC Sogamoso,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh6.googleusercontent.com/Vlzrbu2YM51Oc97T5JbhjTaxVe0RNRZXkALoVeskQYzu0ceB9DYn0DVZEnGzqugCTc4uyQCkUnOAgEvQU7cXNm6TzezgJMBVgxs2eqpfF7xziBPN0VgEhlh_PHOriIml"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 31 # 2 ? 15 Este Barrio El",https://lh6.googleusercontent.com/Vlzrbu2YM51Oc97T5JbhjTaxVe0RNRZXkALoVeskQYzu0ceB9DYn0DVZEnGzqugCTc4uyQCkUnOAgEvQU7cXNm6TzezgJMBVgxs2eqpfF7xziBPN0VgEhlh_PHOriIml,149 EPMSC Tunja,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh3.googleusercontent.com/GwQmpBvYMcTHRBgO07yNK62cpkKcDz_DCHy_HJIaKmNB5lPuzpBr4IK9OQENsB_DDpHprQXtN3E2iJ9HbxJ3Bfw-dbQUxlFvgZKdHYDFnaq6Z6JTzbP_w4EmyUPzqDel"" height=""200"" width=""auto"" /><br><br>Direcci?n: Via Tunja Paipa Kilometro 8, Comb",https://lh3.googleusercontent.com/GwQmpBvYMcTHRBgO07yNK62cpkKcDz_DCHy_HJIaKmNB5lPuzpBr4IK9OQENsB_DDpHprQXtN3E2iJ9HbxJ3Bfw-dbQUxlFvgZKdHYDFnaq6Z6JTzbP_w4EmyUPzqDel,150 EPAMSCAS Combita,"15",BOYACA,23352582463.939,1364539.911,2335258.246
"<img src=""https://lh5.googleusercontent.com/Gx5CKwfeKkLSAMMbzD3kEhlc-y20-F8kMFiMr7741CJNhi5Q4f1mtfx0zy78-ddOdQFHrgzVJ3LRWA75Fyc4eLDlln3kmqGVSwQ1vrQnGhYMK6RXXrCgSzbK7L51pY5x"" height=""200"" width=""auto"" /><br><br>Direcci?n: Kilometro 1 Via Manzanares<br>Tel",https://lh5.googleusercontent.com/Gx5CKwfeKkLSAMMbzD3kEhlc-y20-F8kMFiMr7741CJNhi5Q4f1mtfx0zy78-ddOdQFHrgzVJ3LRWA75Fyc4eLDlln3kmqGVSwQ1vrQnGhYMK6RXXrCgSzbK7L51pY5x,608 EPMSC Pensilvania,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh4.googleusercontent.com/9KFCJoaE2yHi7AEVl_2R5ZV5ya5C9lBluceae5_ZP79no52sVVdnorb9FfSTM9TkkHnChCGM422FUnpEnaMBSsDTMZTi-WRX9WYQKIaa7nRSKA8BZWp6juE5SlKZtDQ"" height=""200"" width=""auto"" /><br><br>Direcci?n: V?a Panamericana Barrio Estambul<b",https://lh4.googleusercontent.com/9KFCJoaE2yHi7AEVl_2R5ZV5ya5C9lBluceae5_ZP79no52sVVdnorb9FfSTM9TkkHnChCGM422FUnpEnaMBSsDTMZTi-WRX9WYQKIaa7nRSKA8BZWp6juE5SlKZtDQ,601 EPMSC Manizales,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh5.googleusercontent.com/1syY55_Pu9s5OeE6HTTDETOFu0Vrfmo4iYnCusO2hK0D2CM4BkK0gvCD5UkgYJW6uvipZtvTXK0OCrfjyeUQJ0bq3_bethBb3zJvOt80ca6E2R8GByFSHVlYkCRUYhcg"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 3 # 3 - 42 Anserma Caldas<b",https://lh5.googleusercontent.com/1syY55_Pu9s5OeE6HTTDETOFu0Vrfmo4iYnCusO2hK0D2CM4BkK0gvCD5UkgYJW6uvipZtvTXK0OCrfjyeUQJ0bq3_bethBb3zJvOt80ca6E2R8GByFSHVlYkCRUYhcg,602 EPMSC Anserma,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh4.googleusercontent.com/BhPHpHXwG29GLhem4Y2AHGJmE5W9Ub5f9i58y6S2j6eKVuLVah0Y2VKAoon9CvLPUx46Us4IYaVv3qcY-D8hn7fotCuFFoVX-TvZayBW0RRrYcODQnTJo4Oil5n2JyId"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 4 # 8 - 20 Aguadas Caldas<b",https://lh4.googleusercontent.com/BhPHpHXwG29GLhem4Y2AHGJmE5W9Ub5f9i58y6S2j6eKVuLVah0Y2VKAoon9CvLPUx46Us4IYaVv3qcY-D8hn7fotCuFFoVX-TvZayBW0RRrYcODQnTJo4Oil5n2JyId,603 EPMSC Aguadas,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh5.googleusercontent.com/UZ2VgIdKY59Mt8YHdswIcQl1UZ62nzrvb9QVQpR3zdNIWH9eLAeMBM5HgXCh9eFzgiv4hDgyTQjQm51OyL4b_S5qJ6Xw8tHxapBK_i2Uh7Pbr4RmUax0mWiHRBIat-wI"" height=""200"" width=""auto"" /><br><br>Direcci?n: Salida A Salamina Sector La Marga",https://lh5.googleusercontent.com/UZ2VgIdKY59Mt8YHdswIcQl1UZ62nzrvb9QVQpR3zdNIWH9eLAeMBM5HgXCh9eFzgiv4hDgyTQjQm51OyL4b_S5qJ6Xw8tHxapBK_i2Uh7Pbr4RmUax0mWiHRBIat-wI,607 EPMSC Pacora,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh5.googleusercontent.com/4_3tqhq8McsTd0gto6sQvui76dAAKEcz9gPa-XSuHBKOSU8YbgvQOM7q-rUUcbePCsgJWVcC5v9hojOSii-pJ9gHCp1sbWjel3WnQO6BNtMwYX6DZ8a6EaBnghVChl9Q"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 6 # 8-14 Riosucio Caldas<br",https://lh5.googleusercontent.com/4_3tqhq8McsTd0gto6sQvui76dAAKEcz9gPa-XSuHBKOSU8YbgvQOM7q-rUUcbePCsgJWVcC5v9hojOSii-pJ9gHCp1sbWjel3WnQO6BNtMwYX6DZ8a6EaBnghVChl9Q,609 EPMSC Riosucio,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh5.googleusercontent.com/Iqw1GtZpV13L-ElZCLmzQ__GbqOdGdhVmf8w70QHwTZNYr9N9DeAWP8TcU9y_WTS4agSt7V9UOq6bxq-XYN0pNCINf5j9SA33Ae4-6hpdnh4vxbKaNg5kDw9DQraujsDhQ"" height=""200"" width=""auto"" /><br><br>Direcci?n: Kilometro 1 Via San Felix Calda",https://lh5.googleusercontent.com/Iqw1GtZpV13L-ElZCLmzQ__GbqOdGdhVmf8w70QHwTZNYr9N9DeAWP8TcU9y_WTS4agSt7V9UOq6bxq-XYN0pNCINf5j9SA33Ae4-6hpdnh4vxbKaNg5kDw9DQraujsDhQ,610 EPMSC Salamina,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh6.googleusercontent.com/MY-vNXzpEOpM-4DWUWWKNoPsigjd3QeU0uToKFBL02rwG4T6sa_w-NlS0Z8USeIk8ionMPmRB6YxD1fI_zuJceNziLfiB2DvW62-XSmEMV4zeWkp2VpXdS58E_u01QEXqA"" height=""200"" width=""auto"" /><br><br>Direcci?n: Barrio Estambul Carretera Panam",https://lh6.googleusercontent.com/MY-vNXzpEOpM-4DWUWWKNoPsigjd3QeU0uToKFBL02rwG4T6sa_w-NlS0Z8USeIk8ionMPmRB6YxD1fI_zuJceNziLfiB2DvW62-XSmEMV4zeWkp2VpXdS58E_u01QEXqA,611 RM Manizales,"17",CALDAS,7558199875.556,603282.457,755819.988
"<img src=""https://lh6.googleusercontent.com/uouLrBlO68UOQ39yhbSwKp1AJAN3lje8mbLDc5NuCGN0JpYoTKs7hC9enO9mf7cnm42-JLJtLkqX7zk838m8fJdOOWkD3Gb159_D1S_WuYYlE6AURO_DDkgTN5QD9N7_"" height=""200"" width=""auto"" /><br><br>Direcci?n: Carrera 1? Barrio El Cunduy, Folr",https://lh6.googleusercontent.com/uouLrBlO68UOQ39yhbSwKp1AJAN3lje8mbLDc5NuCGN0JpYoTKs7hC9enO9mf7cnm42-JLJtLkqX7zk838m8fJdOOWkD3Gb159_D1S_WuYYlE6AURO_DDkgTN5QD9N7_,143 EPMSC Florencia,"18",CAQUETA,90180868828.821,1888506.901,9018086.883
"<img src=""https://lh3.googleusercontent.com/Ji1aV6QA0cczJZXyMUpDu7ACIclsKr-U8qPBQB2vzVrNeGtQDDs33rYwiuv03xEb7uR5s5e7FU9C-fS2y0c3DO3XbarYivTa7loddF_V81_WaEqLoyPSERtteWjnsMc"" height=""200"" width=""auto"" /><br><br>Direcci?n: Km. 1.5 De La Variante San Martin,",https://lh3.googleusercontent.com/Ji1aV6QA0cczJZXyMUpDu7ACIclsKr-U8qPBQB2vzVrNeGtQDDs33rYwiuv03xEb7uR5s5e7FU9C-fS2y0c3DO3XbarYivTa7loddF_V81_WaEqLoyPSERtteWjnsMc,157 EP Florencia Las Heliconias,"18",CAQUETA,90180868828.821,1888506.901,9018086.883
"<img src=""https://lh3.googleusercontent.com/SKA0LhWp1y2_UPUoVWV7SbUsMn-Grttnq_vr9xqiQ5B6GozHD_sgGM8flV-9I_dvvkzrZWbvgxlqnUvoz6BwSe8fy8xvNkLWigWiYLA9Q1vEg5gWzhIDSAGoP2PoLTI83A"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 3 # 3-22 Bolivar - Cauca<",https://lh3.googleusercontent.com/SKA0LhWp1y2_UPUoVWV7SbUsMn-Grttnq_vr9xqiQ5B6GozHD_sgGM8flV-9I_dvvkzrZWbvgxlqnUvoz6BwSe8fy8xvNkLWigWiYLA9Q1vEg5gWzhIDSAGoP2PoLTI83A,202 EPMSC Bolivar,"19",CAUCA,29742787301.199,1243388.952,2974278.730
"<img src=""https://lh3.googleusercontent.com/LC8XmCJeBuyDzEW4NCJ5jlet7CzptxV6DlcK7bLyRVVHSzMs_FXav3zRtsV7jfDFasuU8AQ6fqINoMAtdn7-1kaFukOaZg9zqdZ_M3Il62-9oKuokGdODdnE02faGfBQcw"" height=""200"" width=""auto"" /><br><br>Direcci?n: Calle 14 # 3-21/31 Caloto, Cauc",https://lh3.googleusercontent.com/LC8XmCJeBuyDzEW4NCJ5jlet7CzptxV6DlcK7bLyRVVHSzMs_FXav3zRtsV7jfDFasuU8AQ6fqINoMAtdn7-1kaFukOaZg9zqdZ_M3Il62-9oKuokGdODdnE02faGfBQcw,203 EPMSC Caloto,"19",CAUCA,29742787301.199,1243388.952,2974278.730
