ID,527 EPMSC Yarumal,531 EPMSC Apartado,9006 EJEPO Batallon De Policia Militar No. 13,9011 EJART Batallon De Artilleria No. 13,114 EC Bogota,129 RM Bogota,100 Regional Central,113 COMEB,322 EPMSC Barranquilla,9021 EJEMA BIVER Malambo,629 EPMSC Libano,639 COIBA Ibague,623 EC Armero Guayabal,626 EPMSC Fresno,158 EPMSC El Guamo,145 EPMSC Espinal,144 EPMSC Chaparral,147 EPMSC Purificacion,238 EPMSC Cartago,239 EPMSC Caicedonia,228 EPMSC Buenaventura,233 EPMSC Tulua,226 EPMSC Cali,227 EPMSC Buga,200 Regional Occidente,225 EPAMSCAS Palmira,9018 EJEYO BAS16 Yopal,224 EPMSC Mocoa,152 EPMSC Paz de Ariporo,153 EC Yopal,242 COJAM Jamundi,9004 POVAL Cali - Valle,240 EPMSC Roldanillo,241 EPMSC Sevilla,401 EPMSC Arauca,318 EPMSC San Andres,101 EPMSC Leticia,221 EPMSC Tuquerres,222 EPMSC Tumaco,217 EPMSC Ipiales,219 EPMSC La Union,9020 EJAPI BAS07 Apiay - Meta,215 EPMSC Pasto,133 EPMSC Granada,148 EPMSC Acacias,600 Regional Viejo Caldas,616 EPMSC Pereira,613 EPMSC Armenia,615 RM Armenia,422 COCUC Cucuta,612 EPMSC Calarca,407 EPMSC Pamplona,408 EPMSC Oca?a,415 EPMS San Gil,416 EPMSC Socorro,411 EPMSC Barrancabermeja,413 EPMSC Malaga,400 Regional Oriente,410 EPMSC Bucaramanga,617 EPMSC Santa Rosa De Cabal,620 RM Pereira,320 ERE Corozal,136 EPMSC Melgar,515 EPMSC Puerto Berrio,319 EPMSC Sincelejo,420 RM Bucaramanga,421 EPAMS Giron,417 EPMSC San Vicente De Chucuri,418 EPMSC Velez,119 EPMSC Fusagasuga,120 EPMSC Gacheta,116 EPMSC Caqueza,117 EPMSC Choconta,308 EPMSC Monteria,324 EPMSC Tierralta,405 EPMSC Aguachica,9019 EJUPA BAS10 Valledupar,628 EPMSC Honda,637 EPAMS La Dorada,138 EPMSC Girardot,156 EP Guaduas La Esperanza,127 EPMSC Villeta,128 EPMSC Zipaquira,124 EPMSC La Mesa,126 EPMSC Ubate,140 EPMSC Garzon,141 EPMSC La Plata,533 EPMSC Itsmina,139 EPMSC Neiva,9016 EJECO BACOM01 Facatativa,530 EPMSC Quibdo,8400 Escuela De Formaci?n,9001 POFAC Facatativa,130 CAMIS Acacias,131 EPMSC Villavicencio,314 EPMSC Santa Marta,316 EPMSC El Banco,300 Regional Norte,301 EC Barranquilla,142 EPMSC Pitalito,313 EPMSC Riohacha,107 EPMSC Guateque,109 EPMSC Moniquira,105 EPMSC Duitama,106 EPMS Garagoa,103 EPMSC Santa Rosa de Viterbo,104 EPMSC Chiquinquira,305 EPMSC Magangue,303 EPMSC Cartagena,602 EPMSC Anserma,603 EPMSC Aguadas,608 EPMSC Pensilvania,601 EPMSC Manizales,149 EPMSC Tunja,150 EPAMSCAS Combita,110 EPMS Ramiriqui,112 EPMSC Sogamoso,202 EPMSC Bolivar,203 EPMSC Caloto,143 EPMSC Florencia,157 EP Florencia Las Heliconias,610 EPMSC Salamina,611 RM Manizales,607 EPMSC Pacora,609 EPMSC Riosucio,307 EPMSC Valledupar,323 EPAMSCAS Valledupar,209 RM Popayan,235 EPAMSCAS Popayan,207 EPMSC Santander de Quilichao,208 EPMSC Silvia,204 EPMSC El Bordo,206 EPMSC Puerto Tejada,506 EC Santa Fe de Antioquia,507 EPMSC Bolivar,502 EPMSC Medellin,505 EPMSC Andes,500 Regional Noroeste,501 EPC La Paz,514 EPMSC La Ceja,523 EPMSC Tamesis,524 EPMSC Titiribi,519 EPMSC Santa Rosa De Osos,521 EPMSC Sonson,517 EPMSC Santa Barbara,518 EPMSC Santo Domingo,508 EPMSC Caucasia,513 EPMSC Jerico,9017 EJEBE BIOSP Bello,302 EC Sabanalarga,633 EPMSC Puerto Boyaca,9003 POMED Aures Medellin,535 EP Puerto Triunfo,537 COPED Pedregal
633 EPMSC Puerto Boyaca,142189.330280942,304341.583630034,158265.051587938,166248.635549035,157804.317174441,154242.602371447,162219.93490896,166409.182013771,551109.837832448,542923.909841904,127436.969796614,184501.882761115,109677.088644609,103555.677980458,218866.786332183,204760.996996165,267589.078437938,236825.992529419,199794.913733873,227271.771846494,354336.870771927,273195.902104253,352599.886125232,295275.838947385,351010.228115897,331311.172788437,234869.541311874,579821.118789785,299413.285843824,248984.150469249,367869.649515654,350827.097579156,244574.781836297,239669.155653423,441167.52856961,1069038.97109914,1239191.53544979,636632.711970441,661679.809286738,660432.916492481,559797.687198678,237947.181553799,603767.442835057,286702.014440083,234938.831950943,177007.042518494,178377.562305833,201648.720623367,201640.868480343,318222.299784243,199336.39570833,264040.769051106,285255.118061955,172537.215345307,160890.644469473,144159.225768526,220928.466445206,207056.703079339,204831.343668144,167419.401730702,176447.650177462,377519.675143388,195908.38142914,60697.7522696273,380295.335125042,201188.27944219,195362.804370987,164208.020135035,102413.614438632,182323.400787811,166307.094322153,187873.763091506,136237.647880792,337559.832247545,285888.903855543,278822.5202473,517116.491480891,83968.5231076314,55491.8504199985,185109.935148304,90045.9902624729,107546.599324456,123835.486532831,149155.858132073,113622.185614426,433990.798465354,420765.234301734,248267.431488784,360180.083651826,130635.593860946,230570.872527326,144297.17141065,133717.371839098,235854.989891722,229183.510295533,583488.353985695,342262.333423951,556418.687468938,555907.192571209,484484.5406728,643343.108332195,164069.748097897,112856.528431864,172916.416351093,168366.554956138,180179.841114618,94330.0265903002,365075.077099837,496701.598257798,156073.827531562,103495.422568754,91154.5235293265,144893.309765149,146064.705311357,150477.763804772,153401.787035508,186351.379946299,528593.662229803,382367.364181379,492876.856744817,500878.72819334,118042.38401803,144748.502553228,108346.431952144,137320.626275843,517902.742092902,514424.997972489,450928.388367238,444028.619190976,388970.329394044,421777.359339592,503255.331978725,364914.65355159,150551.487926469,157322.809762387,112251.214929528,146899.22986834,111797.939343272,118150.819363455,92653.0701083797,128623.001156639,133099.267529446,121691.118371821,84309.6788719346,108107.138791201,83574.3002891723,231581.978049751,133345.465257742,112063.660986798,516674.119057216,0,116495.121882448,16411.4280730652,119306.948038595
9003 POMED Aures Medellin,76586.6552442058,203700.367044228,247356.628728141,252987.812954004,246875.019522481,245585.664037838,251732.632011454,253332.024677273,522367.773158998,515514.961485784,162459.405704366,214792.130368255,160422.701692484,140711.807054097,259659.013146559,250489.936212718,284700.45366024,279224.371226367,175184.529659233,217651.665351031,309453.037461398,252020.322535929,332245.64477734,273480.597730962,329631.50659414,316499.726660193,351224.607190508,579893.233555045,412738.621500736,365479.088922953,350580.093408939,329586.040035575,217073.157946991,226413.918761768,541710.025501785,965458.071434629,1320503.48172802,618281.530455261,617510.687661382,644034.938849506,546135.140161595,332078.728044219,590669.562539188,369682.967897614,322603.454333096,163895.587192837,163865.060543097,196300.628101974,196216.504628122,388514.799804606,196522.012706299,346324.137904378,327837.575856936,272674.812817594,262000.593677961,208776.221664867,319984.760296179,289803.707950558,287261.707156772,157815.389770832,162864.105661804,336074.784964941,254077.132837185,133713.160424623,335402.501572331,283491.988148986,282135.155367755,249635.954935988,215466.849660922,255433.272481067,271751.478487219,277682.062191276,246934.767081679,273212.782953858,201856.829908167,311152.104221565,527247.144943007,151691.787131124,135598.557098727,236151.472516476,160341.655245372,189001.796874192,225584.631967352,222525.934145787,225539.059998184,453372.120507817,432126.250552836,173282.955619395,387952.663920517,214044.346087697,134912.321685226,232385.857692767,217355.47072124,323749.668893053,322907.293995676,567920.474367507,349369.869658896,528138.709102606,527991.202991868,494128.839182428,651551.002899593,275049.089483329,227898.101302702,287840.263602172,281378.459010536,294321.706300478,210190.729776557,340668.648584863,452386.511288879,119880.72961404,76561.8377207736,112111.723625174,137137.783808723,262537.019976588,266732.511441312,269434.671000208,302070.640504354,516289.903334258,371287.343417229,515037.179269284,522441.032347567,100019.310426599,137176.160213365,87155.3779038539,97375.7217157123,528464.206510143,523992.010164706,441363.637432878,435689.597685587,375476.211585234,416579.185913064,487579.331869873,350809.958551811,38333.580226691,67276.2035529049,7105.22693413228,77367.003338698,5788.62366352097,14457.4676553766,34483.7337690128,70959.9018360973,33392.3650369996,41735.2572640311,71607.4839806611,46229.5455604586,51904.1306636861,191592.291466661,59206.2316211191,8722.07175829069,486110.873868132,116495.121882448,0,105620.902656565,3432.54130561157
9017 EJEBE BIOSP Bello,69613.5045457451,203083.286711801,247206.09750953,253091.997983192,246723.474279475,245208.230864993,251568.507861869,253421.268940747,515774.429931844,508844.572658589,165474.959228897,218856.424665468,162273.372844949,143059.14000462,263387.988499325,253816.440564859,290068.676992683,282964.360281501,182091.080247369,224114.325534711,317693.585718509,259231.492738714,339664.371541861,280799.131004984,337086.538029287,323641.549255008,346931.929074635,586773.588161461,406753.037556699,360891.419510401,357910.428065629,337035.331150073,224407.205367593,233119.711591978,534215.287794535,966050.41831122,1322272.52988907,625951.832488429,625938.672983281,651648.021876703,553575.440008739,331777.782779957,598121.969445299,370609.384246417,322937.234089859,170050.585235587,170100.452560688,202362.036305741,202281.434492803,379984.961191685,202441.863605304,338132.458533822,319117.193393962,265475.86244097,254898.829834842,200406.362760437,312609.678382948,281716.991703511,279169.216396824,163680.587163346,169033.295567487,329878.227774321,256535.118133816,126286.139100025,329419.907647716,275402.988196284,274215.44348712,241749.846385683,209738.433959884,256736.126228447,269906.507600328,277625.728579733,244221.800239529,268464.913666895,198762.892757995,302473.558157213,519118.055131263,152083.165329971,134589.782666655,238990.994737588,160737.546455909,188997.558697749,223998.162105741,223549.795470113,222548.513444743,459104.530224254,438257.161736846,181961.64937036,393054.040617903,214152.10124903,143497.542048393,232228.45020331,217473.829258931,324064.813981482,322622.834369376,560736.875009808,341149.279842319,521527.447525518,521360.80077071,500448.293345932,643546.179863555,272353.857596186,222542.225577146,282350.477929304,278285.515703724,288628.635890011,206184.933594731,333565.780040778,446608.039895775,126707.659705326,81065.3394158215,114614.447631978,142525.529678134,258079.548895985,261806.215328627,265376.516060613,296830.275205234,523648.543004328,378391.419797333,520709.575559783,528157.31995689,105044.532136979,142552.748632628,91819.5960407982,103919.457154617,520324.181410352,515876.254315031,448519.286148544,442783.397210577,382694.16278884,423501.304824032,495044.998446375,358004.19503113,39465.0129576657,75935.956379724,1795.76733149447,85294.7240123004,10678.1761934292,22470.586841027,36637.781938107,77882.0983944703,42019.7715876328,34406.6565249812,74143.960203553,51803.4065592907,43676.6492334165,184673.851960894,66937.3273197234,0,479571.080188072,112063.660986798,8722.07175829068,102091.908927529,11971.9571370284
302 EC Sabanalarga,410051.033704836,366632.978418084,670109.044143014,678894.798343675,669690.278028329,664973.277167842,673551.784333665,678951.529353247,36529.8271487614,31472.7323077695,631901.676709571,689798.16699585,620177.111415655,606751.513183525,730395.295393602,717781.347380849,767121.664236881,749404.602532339,661164.507849117,703682.765342248,782037.221880628,737126.672378408,815937.59303665,758036.025971261,813082.5016478,801692.991567686,651526.575943119,1065664.4223723,622492.668898193,650996.32054833,834758.460298054,813078.513072508,701828.46634045,712515.291446248,602594.509317292,772353.579679596,1731687.52777623,1097940.86051782,1075542.25542012,1124370.22302219,1028784.09791968,739459.903973906,1073058.16687204,795994.747464515,743092.351448335,649520.904708598,649625.04505603,681695.137052125,681619.184552589,399696.856370074,681559.202412618,438663.332221749,315340.383296383,491566.97696751,493231.502464114,411745.004223386,497210.478365862,437289.114253643,436397.125121248,642817.32831512,648515.574394303,151636.414383572,711926.914120563,461915.621277995,154864.615671651,436138.777053855,449383.633968341,446761.357776986,528715.245443551,698637.999845904,658766.633623605,697275.952049202,622184.29665778,233587.780407245,319586.763375161,294274.124421618,180475.324812286,598329.460713229,570713.636753874,699302.400230042,605443.817278313,624059.188941893,628623.346078188,665780.076515106,601703.432474987,937054.940118941,917478.949229078,635553.127011454,867948.553738611,646195.435014985,579661.65778047,657538.870526812,649104.244004753,743769.517707143,731875.099263327,102713.351357879,207275.458201265,42458.5551990107,42587.3049801231,979940.231675316,240319.196352673,642618.520844877,545122.379934837,570826.395902555,637643.22969682,566771.634471275,570331.541414006,151618.540509558,66458.4661207414,605966.168710271,558433.202894193,582100.532713333,620833.69123742,589375.056995069,577983.712044301,604662.278256846,587599.720766225,999731.935329963,856518.166840032,998252.406505356,1005889.87298991,583006.072971551,620833.957474507,569233.758045959,583438.602414476,182621.748249298,177220.225301761,926250.225127298,920861.502302862,860195.603157593,902328.609437729,970205.701209733,835704.195974737,462368.41217786,543302.356186007,481272.642583216,561158.7624657,490121.225567085,500274.528840199,512428.502615323,557048.957618096,514848.626760409,445316.039428833,546107.532308571,531217.86239278,461365.749070075,295437.605415779,544235.103776752,479571.080188072,0,516674.119057216,486110.873868132,523528.740723058,487667.830666654
322 EPMSC Barranquilla,446219.352961037,401985.619748677,703651.260745117,712498.818798006,703237.670104274,698425.463468224,707035.700062612,712544.25734035,0,9826.46287016955,667301.443167121,725293.015341974,655287.879694037,642118.213856229,765617.61506884,752873.098975177,802943.724521452,784564.644986553,697466.192450566,739887.54745103,818559.843023573,773518.085798388,852397.701735356,794457.812703896,849548.950711887,838087.070660405,680201.827621073,1102020.62347893,647142.359855777,678982.532154401,871204.985298731,849543.855057894,738232.070125274,748781.298052165,618441.677189078,772945.428460569,1761729.45624213,1134470.32558227,1111778.27215455,1160898.25332699,1065285.99899224,771925.459505766,1109566.46214309,828996.143953141,776098.404848672,685665.940260154,685787.215391186,717803.957280036,717728.928425764,420097.068850337,717632.020806201,462564.75502867,340347.92720863,520203.672094408,522382.288958255,442997.305734747,523565.244161258,464512.977429614,463753.72520072,678903.978040978,684664.054887152,188165.703960288,746630.967958024,495692.42514525,191331.255244252,463697.852716518,477107.461858288,476090.757331748,560237.63770924,732803.012957126,691040.927179881,730517.844276853,654405.950922093,269583.291104342,355677.231861669,321111.665890437,177640.082608653,633145.893222667,605403.791019458,734264.414330175,640169.759850773,658345.637284047,661783.708326736,700105.503996698,634211.754130469,972908.541699743,953530.257753318,672065.96085448,903533.088970467,680236.737059299,616136.081311211,691254.914665551,683112.575287348,776751.736533959,764457.382818073,74988.20354418,234126.241345997,5990.64536313666,6553.53459978433,1016064.97964294,217979.142108695,674303.698958788,576431.161746312,600192.259650719,668938.868619211,595761.472601777,602725.22200995,186195.692995226,94597.9996586943,642238.750234892,594438.50347471,617677.659012513,656845.177735466,620211.351482471,608397.903563272,635581.912194868,616729.619967091,1036215.14017305,892915.000260085,1034041.86635823,1041700.35412748,619019.740504027,656843.232862204,605228.844042672,619666.720071081,179660.662812042,174897.80582437,962673.83116562,957267.407488343,896622.173625202,938680.990416927,1006704.63506299,872119.432708196,498830.509251796,579775.049511235,517481.507738192,597547.354963336,526339.901428433,536555.661820299,548457.760897918,593317.89837727,551231.706592495,481487.675308318,581935.279118642,567380.099630324,497054.487667195,331463.062246855,580576.771008045,515774.429931844,36529.8271487612,551109.837832448,522367.773158998,558288.378912095,523951.049779362
9021 EJEMA BIVER Malambo,439255.265557991,398101.183124915,695108.361276875,703975.609513394,694696.517857332,689853.774188638,698473.413888204,704017.263528316,9826.46287016957,0,659613.382569535,717664.262731107,647423.23522386,634411.195134929,757807.955698786,744988.062394712,795566.740202395,776716.401072177,690665.978312651,732934.929888932,812720.898473626,766886.108210164,845943.148059138,787897.040067973,843115.506494388,831457.258405177,670707.597255115,1095299.50847365,637366.870309877,669417.850773924,864707.724093493,843106.673436929,731630.412333526,741918.729392856,608785.712673379,780485.255695348,1752376.52443812,1128433.91446823,1106794.64518667,1154819.48075913,1058990.05867924,763067.6439638,1103304.77630379,820277.249295798,767384.713594982,678638.242516639,678781.562232861,710728.603245619,710654.696887376,410275.601241366,710514.224339163,452772.818417349,330611.296096696,510720.229772558,512959.050851475,433916.300407129,513882.80951298,454900.718628283,454152.645084266,671805.704314201,677640.836982937,182263.251176854,738544.319150793,487258.765205982,185896.547905871,454114.348704971,467537.028171321,466696.96597528,551189.227665576,724482.445038624,682143.253273971,721877.42662271,645499.447283288,265001.863536259,350955.34813799,311495.507802582,169834.863271569,625126.202361173,597325.783142334,726309.569821642,632104.56674994,650081.824026754,653125.581941983,691853.464308247,625377.726713023,965550.234020466,946372.992297887,666317.164930688,895956.55155261,671873.160202988,610583.581037351,682771.965615482,674736.172259627,768031.208180436,755629.759295725,73715.6085425534,224546.247576069,13763.6263014079,13023.9149129362,1008991.57473996,215119.076579597,665275.558125933,567338.114117285,590787.275928516,659832.908862151,586310.350399626,593866.359654292,178260.521322773,94092.1413825817,635395.676193608,587258.801432284,610119.577923437,649664.987123867,611025.961785005,599143.049446779,626409.611425334,607293.409947877,1029835.57064507,886288.646955513,1026623.57798547,1034300.16189552,611845.997421875,649660.680488899,598037.034655531,612758.375906293,171882.730452042,166998.383645213,956109.450995284,950659.360175698,890068.388591989,931958.536262487,1000395.53614981,865537.932684323,492412.812605006,573383.104751504,510559.071870058,590923.841779483,519429.962831898,529738.9106888,541310.056624871,586474.338332774,544601.653362117,474520.867345523,574584.923496738,560387.517073863,489600.608575154,324364.912177957,573859.739880432,508844.572658589,31472.7323077695,542923.909841904,515514.961485784,550250.894514251,517139.523059692
100 Regional Central,300239.909233873,454506.13654524,4387.13072292698,7884.06408957869,4865.35711207652,8721.94549737115,0,7533.84849422634,707035.700062612,698473.413888204,115453.907225335,121462.708550362,101709.896503774,122728.120480058,117500.252038249,102561.656898792,183291.817366293,125256.646623485,204126.73704989,197501.972902594,335712.883569224,241423.56083624,299920.655974653,257753.917358709,300056.080637139,275240.990931129,175016.273416181,476915.130525691,280259.593476372,194860.327186987,308197.351079061,299716.817530966,231663.802632718,209380.475920016,458016.117577978,1217115.8177791,1077420.25244155,553487.210693354,612214.24113719,573700.156450156,474979.35703432,80414.7336408803,515658.973641377,124506.720643565,72964.0189331163,181064.618795214,183248.613864002,179543.93101475,179645.094143633,408608.615999186,175136.50380356,343810.299313933,409916.812259895,239062.810590422,229353.048569077,272645.454437541,275364.257041844,297584.570480889,296384.207061263,174117.422547914,181493.939093901,538324.783194725,76951.2304592889,211834.27420748,541573.29942345,293813.174821111,282192.883423091,262183.203778708,162847.803069191,43006.6065246128,54147.3221739147,26211.1448839908,73910.0503430434,499536.188991741,443787.782809792,412194.054780321,653972.982450549,100561.652721894,117953.942109813,86377.6449470638,92041.499122249,62790.7825865073,47336.0613505452,43154.2456701178,82982.5117801343,318183.509071899,315919.625231885,296001.271146812,242008.117006487,38249.2476887642,310365.334887576,19347.4594862927,35069.4981731639,73947.3678785279,71231.4282964313,733676.94537109,487260.010270904,712130.783664791,711497.165568333,376157.869100608,778582.323354456,80294.4025097656,152586.59915374,177228.488876295,95004.3477049588,188002.987518417,112695.881617171,522246.41750314,657171.188089048,202059.132746396,189694.415552308,147824.36109777,168416.441508414,131252.381403696,148324.605469145,120574.532132389,175559.212927988,444163.261967143,311830.608972992,369722.20817815,377911.519767753,179555.076621348,168190.998970941,183724.742992479,201726.643825476,654444.819461222,651736.069666451,369682.689991831,361900.678651211,320716.191605439,338027.906845446,425170.562690577,301366.944092874,290060.664550393,254589.368688488,250872.023296178,231473.695181716,245963.016469297,245443.529250185,217788.914900316,216001.714569451,249627.804396662,273435.768158139,183804.398444312,217031.415273806,239194.905376586,393568.498640257,230553.097104855,251568.507861869,673551.784333665,162219.93490896,251732.632011453,161049.047492149,253158.492226264
113 COMEB,303358.476610053,456477.319023991,9191.88744860424,549.075384319631,9534.70188555255,15545.3080298026,7533.84849422633,0,712544.25734035,704017.263528316,113269.947930359,116062.153216867,100801.630767655,122042.161127863,110494.938619409,95721.1735745795,176295.742072325,117909.815773663,200208.029921432,192248.090052218,329957.639741177,235700.695224712,293285.104761429,251736.884530612,293465.765157918,268595.366402676,181522.48991872,469381.550072999,287206.376532417,201380.624348336,301364.113527754,293123.383489564,226715.825587752,203978.20737007,465244.677477366,1218468.92950183,1073890.15473868,546043.375103583,605236.267331582,566222.60302592,467543.253560054,79623.9538982828,508183.033655029,120433.316644959,69863.3234412844,177521.312964799,179700.441446713,174855.033960596,174959.311026953,416000.140575991,170428.404485833,351244.734494499,416731.41178698,246459.43765524,236706.593740764,279072.971930132,282880.608440205,304850.040495717,303634.237986357,170840.846752213,177987.64707209,543099.652180862,69844.7414657057,217089.928277938,546229.33399843,301043.947005821,289474.319872225,269253.538067057,169921.318359024,35650.8152115111,60929.485521084,24680.5877817637,81443.2946387167,503356.979568667,446675.763871413,418756.484952861,660580.288606847,101741.538276825,120591.523831163,80064.2902631185,93129.1943246746,64432.4479770969,54171.0545004273,39648.453362455,90240.8960672255,310663.268091494,308395.554051106,292977.660101707,234479.764753154,39288.4211775558,308668.541193887,22161.1474795369,35976.7370415333,70927.8750724014,70469.288946716,739657.637485333,493425.864152837,717661.935686822,717040.204368077,368624.411485766,785288.524228833,87423.1646650168,159861.276845844,184746.868535888,102134.01213807,195518.351999159,119678.060411624,527565.470018714,662039.32410761,200039.589176205,189795.818747316,147870.430338369,166083.642591207,138784.51846092,155858.233383821,128064.081060944,182993.490840324,436743.083069552,304749.901644376,362285.21373684,370475.274887868,178750.571253311,165860.279732213,183465.927501162,200561.946990016,661063.848091712,658325.57218733,362346.188530799,354558.55450952,313665.695163198,330684.86501018,417836.571316916,294459.398155151,291663.626815163,254195.819877644,252677.090892683,230758.258394615,247551.092345439,246659.122411826,219214.055465961,215647.862170251,250239.464457148,276006.789216456,184663.32748759,217677.034641228,242262.318752612,397942.095919412,230444.635089171,253421.268940747,678951.529353247,166409.182013771,253332.024677273,164592.382420079,254666.365225522
114 EC Bogota,295556.245706493,449672.310698024,483.045790353763,9623.72330028418,0,6527.32714018506,4865.35711207658,9534.70188555258,703237.670104274,694696.517857332,111135.508160783,118757.903384648,97074.2295488862,118039.786434324,116528.630190847,101356.816419627,182249.052766753,124995.635691492,200450.197574711,194628.117054989,333192.604238189,238898.003481867,298315.396979374,255485.350723372,298393.835723671,273654.287350054,176948.756023136,477594.622041941,281545.42969258,196765.405355069,306859.937631108,298058.521624487,228565.378329483,206610.974622134,458741.995870116,1212253.30559122,1081996.41015565,553458.718385831,611072.251255254,573827.374897079,474923.771646873,85279.927906266,515780.546699586,128897.985977913,77585.3765957242,177220.492884267,179405.708384398,176303.373987421,176402.573911483,407012.336057019,171910.230621927,342367.451784982,407238.668911266,237495.790812941,227656.185739922,269539.016100766,274379.145788729,295658.69323379,294423.798821121,170160.823503333,177633.08623704,534151.548688797,76238.6167882562,207882.032831952,537349.975103246,291811.178017251,280305.031921873,259881.470114988,160560.293900335,43016.3959904413,55942.4522030888,30990.9000338819,73308.2503663729,495024.755672628,439065.913242698,409223.816016555,651050.229396259,95697.6574579062,113174.659210401,84558.3774899032,87180.0384574345,57926.2815906291,44727.3222027127,39579.5060602849,81090.3655938893,319199.207900824,316409.012555989,291911.870525283,242931.297092811,33412.913014373,305856.870436001,14495.3908625098,30250.9544369252,78586.2182137993,76096.5264255512,730193.760251971,483920.965793761,708346.310777328,707719.860116003,376932.550001604,775770.313760986,81404.6501105042,150700.417999463,176915.833998938,96080.7417376084,187715.731694795,110269.673949404,518338.442278214,653040.504793986,197652.975520219,184884.997317376,143025.518273273,164115.3517185,130751.769152149,147745.525317802,120518.866034428,175737.226107897,444048.712652241,310895.746730548,371199.883348084,379391.577804234,174872.556718624,163889.332302218,178957.299525947,197109.745405642,651534.807158621,648794.170259565,369308.124259487,361542.925248825,319725.178068344,337675.877220295,424783.324859439,300142.704878262,285203.713553973,249833.455041785,246024.141663547,226768.685132265,241104.894020304,240578.202409144,212925.784373162,211243.463674137,244777.223049322,268661.325075694,178945.167874146,212180.018520802,234498.396420425,389232.852685802,225762.928047042,246723.474279475,669690.278028329,157804.31717444,246875.019522481,156447.194224087,248297.830172439
129 RM Bogota,292888.100585996,447979.477987466,6681.06806156449,15738.9512027125,6527.32714018505,0,8721.94549737111,15545.3080298026,698425.463468224,689853.774188638,113442.367707088,123709.437818425,98333.0988480992,119005.527039293,122710.91496058,107441.486009274,188376.845414828,131412.360530074,204031.540847583,199336.197078198,338239.49900842,243959.660400404,304110.001613899,260782.311892393,304150.880480675,279464.250167216,171511.214146152,484121.647910587,275627.475076081,191297.225678958,312816.335703914,303818.24618151,232986.926592625,211430.492362187,452529.80362755,1211043.13815811,1085144.13028651,559907.398650849,617119.558338405,580304.785230632,481367.675423603,86577.6174486024,522257.472509406,132649.69996551,80711.7691434541,180515.669728858,182701.555771593,180564.303346148,180660.768617541,400584.958903675,176193.48902777,335904.744676576,401295.873009046,231057.868129766,221251.581133005,263930.420077653,267857.271275063,289329.99098924,288107.805214131,173240.868159123,180896.132916567,529984.661689691,82547.2999299455,203324.130030914,533287.043738225,285511.037392562,273962.376497862,253714.590891623,154380.814103804,49517.4961623026,50583.4826183253,33662.31235134,66795.4469430134,491698.166532918,436567.670597927,403498.66352146,645287.770143258,95068.3155789839,111123.311933531,90306.7560267261,86682.3937941867,57156.5834921644,38702.3804821246,43751.3190342949,74729.5355317403,325713.871058491,322929.449179384,294646.892267802,249451.925339344,33801.0625972062,307433.080742829,14411.6119724317,30913.4650716848,81646.7525900609,77435.5790440284,724971.776477876,478540.10382789,703514.394472448,702877.626471408,383459.456880565,769923.597219283,75475.1445625982,144350.249232405,170425.286060234,90111.7933220072,181228.296967531,104157.920263488,513695.804265437,648787.212386371,199607.078084958,184993.209197852,143262.332468936,166396.526686164,124241.38069745,141227.376307517,114083.609872093,169352.139883469,450480.10941589,317055.795460684,377645.264111419,385836.541287907,175798.836315783,166169.158711812,179394.368920263,198318.410975052,645762.283154037,643046.996697388,375673.270482505,367913.261933422,325858.914893566,344048.731144562,431143.07935978,306161.937255484,283888.369177133,250307.822936569,244551.926907802,227547.547990054,239829.699520299,239635.320563657,211819.51957731,211720.659480136,244367.605370017,266492.509111778,178385.952400638,211770.124490648,231902.86980142,385430.674338958,226007.769237696,245208.230864993,664973.277167842,154242.602371447,245585.664037838,153480.64766665,247089.046875441
