ID,527 EPMSC Yarumal,531 EPMSC Apartado,9006 EJEPO Batallon De Policia Militar No. 13,9011 EJART Batallon De Artilleria No. 13,114 EC Bogota,129 RM Bogota,100 Regional Central,113 COMEB,322 EPMSC Barranquilla,9021 EJEMA BIVER Malambo,629 EPMSC Libano,639 COIBA Ibague,623 EC Armero Guayabal,626 EPMSC Fresno,158 EPMSC El Guamo,145 EPMSC Espinal,144 EPMSC Chaparral,147 EPMSC Purificacion,238 EPMSC Cartago,239 EPMSC Caicedonia,228 EPMSC Buenaventura,233 EPMSC Tulua,226 EPMSC Cali,227 EPMSC Buga,200 Regional Occidente,225 EPAMSCAS Palmira,9018 EJEYO BAS16 Yopal,224 EPMSC Mocoa,152 EPMSC Paz de Ariporo,153 EC Yopal,242 COJAM Jamundi,9004 POVAL Cali - Valle,240 EPMSC Roldanillo,241 EPMSC Sevilla,401 EPMSC Arauca,318 EPMSC San Andres,101 EPMSC Leticia,221 EPMSC Tuquerres,222 EPMSC Tumaco,217 EPMSC Ipiales,219 EPMSC La Union,9020 EJAPI BAS07 Apiay - Meta,215 EPMSC Pasto,133 EPMSC Granada,148 EPMSC Acacias,600 Regional Viejo Caldas,616 EPMSC Pereira,613 EPMSC Armenia,615 RM Armenia,422 COCUC Cucuta,612 EPMSC Calarca,407 EPMSC Pamplona,408 EPMSC Oca?a,415 EPMS San Gil,416 EPMSC Socorro,411 EPMSC Barrancabermeja,413 EPMSC Malaga,400 Regional Oriente,410 EPMSC Bucaramanga,617 EPMSC Santa Rosa De Cabal,620 RM Pereira,320 ERE Corozal,136 EPMSC Melgar,515 EPMSC Puerto Berrio,319 EPMSC Sincelejo,420 RM Bucaramanga,421 EPAMS Giron,417 EPMSC San Vicente De Chucuri,418 EPMSC Velez,119 EPMSC Fusagasuga,120 EPMSC Gacheta,116 EPMSC Caqueza,117 EPMSC Choconta,308 EPMSC Monteria,324 EPMSC Tierralta,405 EPMSC Aguachica,9019 EJUPA BAS10 Valledupar,628 EPMSC Honda,637 EPAMS La Dorada,138 EPMSC Girardot,156 EP Guaduas La Esperanza,127 EPMSC Villeta,128 EPMSC Zipaquira,124 EPMSC La Mesa,126 EPMSC Ubate,140 EPMSC Garzon,141 EPMSC La Plata,533 EPMSC Itsmina,139 EPMSC Neiva,9016 EJECO BACOM01 Facatativa,530 EPMSC Quibdo,8400 Escuela De Formaci?n,9001 POFAC Facatativa,130 CAMIS Acacias,131 EPMSC Villavicencio,314 EPMSC Santa Marta,316 EPMSC El Banco,300 Regional Norte,301 EC Barranquilla,142 EPMSC Pitalito,313 EPMSC Riohacha,107 EPMSC Guateque,109 EPMSC Moniquira,105 EPMSC Duitama,106 EPMS Garagoa,103 EPMSC Santa Rosa de Viterbo,104 EPMSC Chiquinquira,305 EPMSC Magangue,303 EPMSC Cartagena,602 EPMSC Anserma,603 EPMSC Aguadas,608 EPMSC Pensilvania,601 EPMSC Manizales,149 EPMSC Tunja,150 EPAMSCAS Combita,110 EPMS Ramiriqui,112 EPMSC Sogamoso,202 EPMSC Bolivar,203 EPMSC Caloto,143 EPMSC Florencia,157 EP Florencia Las Heliconias,610 EPMSC Salamina,611 RM Manizales,607 EPMSC Pacora,609 EPMSC Riosucio,307 EPMSC Valledupar,323 EPAMSCAS Valledupar,209 RM Popayan,235 EPAMSCAS Popayan,207 EPMSC Santander de Quilichao,208 EPMSC Silvia,204 EPMSC El Bordo,206 EPMSC Puerto Tejada,506 EC Santa Fe de Antioquia,507 EPMSC Bolivar,502 EPMSC Medellin,505 EPMSC Andes,500 Regional Noroeste,501 EPC La Paz,514 EPMSC La Ceja,523 EPMSC Tamesis,524 EPMSC Titiribi,519 EPMSC Santa Rosa De Osos,521 EPMSC Sonson,517 EPMSC Santa Barbara,518 EPMSC Santo Domingo,508 EPMSC Caucasia,513 EPMSC Jerico,9017 EJEBE BIOSP Bello,302 EC Sabanalarga,633 EPMSC Puerto Boyaca,9003 POMED Aures Medellin,535 EP Puerto Triunfo,537 COPED Pedregal
226 EPMSC Cali,408758.341180694,483808.560462385,298409.064466102,292781.073117982,298315.396979374,304110.001613899,299920.655974653,293285.104761429,852397.701735356,845943.148059138,230179.578185085,185307.924325363,252212.185690007,250771.918617025,183862.343620503,197746.892752627,119696.078474082,182332.773815149,159341.929542922,125330.023300964,74627.1838728636,81346.0429801323,0,59180.3609065129,3720.23450413877,24698.2646933757,474788.371816277,251959.801382222,579659.139949924,494650.620171613,19426.2601863536,3466.1809979334,115325.444584089,113081.281327681,754333.503667042,1160935.34669934,1117021.56533078,287369.818310319,315396.56229932,312561.878576522,213912.918923075,335104.008696587,258465.172311669,311891.983224753,309765.275940802,177780.259183758,176839.045061382,150951.27845153,150959.017649912,668475.84215316,153352.266042057,609988.461874128,636046.648525493,508387.69765754,496851.23832427,496557.791902848,553190.04298615,555033.041791457,553059.361961954,186793.527233502,178536.842825567,664604.432945088,224379.940394396,411021.521298111,662646.483365932,549629.32210881,541639.192266042,512896.007239403,425651.069307962,258992.05749186,354066.710686576,304670.289207466,366479.995358698,592203.176596654,509622.058665063,626308.706864481,855705.70119079,280027.609826777,304341.448817597,213803.721092656,278915.674901417,286067.239994344,329575.571103943,263355.375938868,364079.062655556,167738.241504944,134354.875227894,192738.059445318,151292.533689204,285512.641556809,250190.85981264,295161.05273915,285661.576613051,310884.520791592,330150.181300146,900013.733903864,677342.413473684,858250.504108545,858200.94645521,182022.918993839,981154.999962602,379567.216443004,423998.04425601,467274.267206301,394159.436237309,477966.639771704,381404.142775326,672694.243235033,777190.518949256,214027.024019253,268310.224909091,262221.00189798,210246.057371875,421346.757178451,436905.79368044,414457.500021824,469781.872387199,184096.691311568,45241.151043132,222607.780440968,227688.881180383,244983.148681337,210343.859892439,258496.450849093,237358.388319879,856782.939570832,852620.253532848,111036.298739416,106458.907823184,45697.6679408829,92128.1275008669,155416.081907948,24596.8313770622,353569.186959971,272658.603983225,337887.253497255,255460.696098224,328989.740759406,317805.874721621,311456.086702518,262045.453146724,301698.57230667,373940.058561278,285393.733952344,289969.757025665,367863.069491599,523447.371580085,273116.279175903,339664.371541861,815937.59303665,352599.886125232,332245.64477734,337802.37963868,330251.360491208
227 EPMSC Buga,350047.767113132,431253.541278949,255647.967988083,251205.21672826,255485.350723372,260782.311892393,257753.917358709,251736.884530612,794457.812703896,787897.040067973,175862.495069969,137742.734170965,198406.176593884,194858.925348372,147980.66143709,159249.348508785,93958.3779445701,152234.742826861,100172.241869806,68916.2330931324,79757.8862118363,22314.2129036885,59180.360906513,0,56927.7935884374,44266.7503118372,432272.675402071,308172.064242049,534329.298335004,452030.49961316,77111.5498140699,56820.7343227302,56408.088863427,56019.5307513442,705751.933558633,1126499.18748391,1143474.3907211,346535.986917007,368305.041648323,371739.952672437,272911.634719897,303689.766091379,317476.930816791,290680.744861647,279178.679919381,119220.12894772,118169.562678955,94305.6306762622,94293.4545010345,612360.233259399,97237.004941552,554913.738788294,577715.283820629,454588.706244732,442939.59255316,438866.77316681,500268.295756934,499367.496715142,497331.091198902,128445.553500327,119930.121653956,606899.733634716,186124.246599957,353032.434836464,605184.493164637,493843.18683332,486297.783063606,456958.483497056,372259.185189237,219583.890125833,311350.560488212,266409.682684415,319728.709035636,535901.853387922,454309.99444333,567567.950646157,796529.19043495,225708.019912603,248705.603025825,171832.954347336,225435.414824822,235716.988538732,282263.21990958,218095.723975437,315016.498072434,204470.639198049,174889.486959337,144273.014910674,165991.648908812,238408.697293802,199619.476993174,250316.473280971,239015.13536974,280404.702207656,297582.910334984,841380.627313297,618163.874360316,800291.364367796,800216.281897094,230602.375149834,921975.323930066,335435.507001175,371778.807380825,417958.488289825,349740.97692493,428496.82663014,329888.1601644,614090.153720684,720303.583555647,154890.822283202,209173.045205722,204415.917403828,151760.091253022,372729.015608948,387634.330021617,367093.720432043,421800.576990514,242855.496881358,98712.9130032828,264058.426373053,270155.972792614,185962.89018094,151868.315584861,199416.628709372,178212.48355388,797608.143320465,793442.017931871,168216.251331931,162884.144711315,102171.962954402,145409.760921425,214497.177176624,77687.4280458309,295809.408427884,215153.494759064,279027.501228418,197032.734553876,270121.129176086,259062.263677413,252293.268724843,203065.199001468,243344.780315316,315126.737141298,226389.158500117,230872.197200234,308682.721136676,464890.231079987,214456.337199669,280799.131004984,758036.025971262,295275.838947385,273480.597730962,280175.711630973,271554.561288152
228 EPMSC Buenaventura,383793.507520859,435719.456673234,333382.823888134,329419.321842128,333192.604238189,338239.49900842,335712.883569224,329957.639741177,818559.843023573,812720.898473626,244926.758657463,214542.946348755,267682.869562771,260265.708532253,227717.830815859,238729.859822429,171884.027108076,231735.480185264,154928.635626821,140187.144842431,0,94295.1882481638,74627.1838728636,79757.8862118363,71162.7432886933,87863.1082468449,509347.729675756,303725.517720872,609484.573290044,528998.135268576,89196.9643403791,71535.6467269179,111895.436692796,127480.895731916,777785.642138993,1090596.41373758,1191073.81827771,316735.41421301,309849.388962514,343508.866637336,252528.175170825,383446.209785958,295355.031113248,369199.902926822,358927.035400146,179094.198264971,177426.166145634,162846.953113736,162790.456302209,672395.966347515,166684.270307692,617824.884845876,629201.46564579,520638.248496776,508864.802145399,494649.00516698,567531.095965858,561197.044781838,559016.409441469,188848.809744424,179462.309473539,630466.103016596,265514.323096579,408418.500108304,627368.500972641,555404.327412723,548992.862423447,518387.849123925,439639.966065886,298593.78927691,388792.444408729,345488.327977327,394815.722326356,552881.44573353,467963.156793325,616143.054652054,836615.537261166,293525.908028739,313438.490457174,250490.16025251,294624.388748671,308596.675479668,357233.035798616,294964.02066506,388257.466115535,241048.526599439,206937.165192422,146690.074906945,224398.92998406,313951.21718766,203853.834910512,327109.835888936,314855.097341641,360150.930978465,377313.259487766,870591.418297515,658822.622567579,824495.73206962,824587.001035298,248326.68034797,960528.152816413,412061.561766059,440940.688056731,490248.853779904,426137.587869061,500573.143456791,400352.19006664,644070.157547964,738888.134273866,201445.226231261,257996.38802098,263783.447904979,209997.237929405,445955.281393807,460146.98841475,441418.97271272,495319.346870881,226690.942280832,115034.847430239,293361.420411088,297805.900236269,237942.481359939,210161.482728734,249888.253899425,223705.959990693,837851.170462396,833335.153283819,166486.768859689,164485.388304166,111402.545692933,157192.765307059,195766.339122581,97663.8506916386,323581.488164958,244081.089827527,315902.730326804,232761.641309903,307339.852020155,295223.875968345,295535.717709652,244076.439542965,276617.933002776,350624.619012822,277052.399866587,272838.17991405,352239.025408215,495646.883948716,251374.639677057,317693.585718509,782037.221880628,354336.870771927,309453.037461398,338360.705755585,306891.006694312
233 EPMSC Tulua,328606.832470238,413621.971027509,239087.816005782,235161.366167044,238898.003481867,243959.660400404,241423.56083624,235700.695224712,773518.085798389,766886.108210164,154963.458947363,120288.292860415,177630.387479883,173295.77014036,135917.601132665,145692.514959058,89571.4169221593,142706.639206882,78036.0482005384,47889.4971679825,94295.1882481638,0,81346.0429801322,22314.2129036885,79184.8936275669,64571.172768087,415162.736762526,328655.969053018,516035.068024743,434842.086595267,98902.8337971164,79067.6758544589,35410.1099914623,34829.1168524599,686206.457212924,1116676.67741901,1151335.3620123,368710.503441755,389729.059037601,393837.72477023,294794.397283158,291396.025624127,339360.40818791,282557.527710269,267403.996388107,96929.8208285489,95864.3533062209,72814.5979650868,72792.4580485993,590520.1753051,75992.2932364223,533369.835934758,555422.090456683,433468.665463447,421790.393181726,416679.375914408,479402.978435313,477670.505561754,475617.127887643,106192.618262835,97632.4870246077,586148.956691604,172184.248058235,330797.516737346,584593.23908375,472114.041714967,464696.560572053,435197.25933535,351329.956183253,204718.199779935,294522.580444354,251617.052743656,301303.53027711,516055.661164455,435103.247390972,545254.357622183,774390.116324358,204661.809596397,227157.677180915,156449.241889529,204704.95383149,216177.295072757,263745.110718353,200757.146807459,295725.96708857,218755.802348151,190812.245360315,130738.18046797,173758.170562825,220171.023521607,183992.869943842,232936.277994476,220961.620335408,268662.85824161,284870.440151891,819934.599108876,596036.713844091,779337.999744783,779245.708534691,248535.284646884,899886.05916177,317967.860371984,351248.445200283,398389.226960387,332119.170966502,408859.595543273,309663.163495649,592687.433648499,700042.29713671,133001.102406395,186964.823922849,182252.083579927,129472.662646534,353481.296368029,368124.375464914,348318.938952761,402703.252705422,264586.436402959,119402.594481243,279339.302753663,285747.291125556,163681.611159747,129582.485537931,177162.290760655,156286.579505041,775462.365825802,771311.663349987,189358.446378697,183784.522084292,123463.859766741,165460.356984364,236467.209671582,98789.8994575467,275174.096026074,194838.015129881,257466.527255763,175970.801324453,248554.674473605,237631.885407152,230301.27120833,181403.681158971,222288.958442829,293599.256507935,204104.487873707,209024.310681148,286586.379376383,443551.013118271,193146.22952424,259231.492738714,737126.672378408,273195.902104253,252020.322535929,258027.51467473,250162.531050963
238 EPMSC Cartago,251666.484232172,348659.031814259,200767.056182694,199663.808805467,200450.197574711,204031.540847583,204126.73704989,200208.029921432,697466.192450566,690665.978312651,95834.6700961549,92074.3153791236,117687.112607384,106864.296119523,130710.556677089,131989.292406527,122634.848251115,146334.095971241,0,45089.8328521649,154928.635626821,78036.0482005384,159341.929542922,100172.241869806,157086.743111668,141859.055559335,368835.8406927,404712.573735183,462911.695514174,387854.233803204,176888.986542266,156985.843917435,45362.1786695606,51674.4472172649,626094.929529658,1075180.40359782,1191508.84244167,446707.6042807,462115.835299669,471871.743496822,372764.809813495,270052.9029409,417326.451815534,278342.831904905,249414.489166934,25349.9717326399,23365.3091880429,34353.271323289,34214.7924148485,518016.66981807,37883.0094272282,462924.421719189,478975.279432067,366032.042717073,354243.701784725,341680.114298287,413222.633861106,406383.438990949,404221.29278828,34783.8483724072,25434.281990254,510689.403120153,152585.820187299,255445.852368739,509562.779281848,400625.149912137,394089.696391251,363604.495308668,285693.763383314,177228.521206058,252377.581219361,221168.812203586,250777.472137556,443287.387846351,364627.789688501,468054.426285276,696365.376596137,141206.615213224,159052.784856058,132106.230926197,143608.550074103,162514.035481281,213933.053088026,160972.491948903,240632.75141779,283215.025905745,259280.978784426,97941.6126226518,225119.269428391,174010.66190844,133678.568005607,190716.912344344,175788.085459326,250744.169154694,262034.020507571,742744.793057657,518006.435453364,703250.881567856,703117.267999933,320151.254897573,821850.023683958,271912.560818452,288031.602992564,339996.954680796,284924.768962042,349986.085110062,248877.853838888,515642.731894422,625802.630864037,55396.2647206157,109036.645878246,108921.439195483,55081.6039698943,297438.877350342,310443.42080324,294875.094322972,346740.247420625,342448.148415683,196457.857150032,344952.419940377,351981.757452056,86187.0447135644,55243.0048193615,99425.3210293981,78497.5185945882,697441.335516485,693282.958853535,266662.266867947,260804.780149331,201081.896625134,241415.149394688,314486.200014336,176343.202918612,200826.640144833,122709.604428012,180346.910004015,101072.337958224,171440.598001923,160927.780192837,152336.898520612,104245.101059847,146879.790911478,216497.541661516,126568.531128696,131311.181480185,208550.520199914,366732.061629429,117081.823825603,182091.080247369,661164.507849117,199794.913733873,175184.529659233,184014.046530709,173526.468102627
239 EPMSC Caicedonia,293680.87744698,393695.066779241,194854.916213821,191701.438027181,194628.117054989,199336.197078198,197501.972902594,192248.090052218,739887.54745103,732934.929888932,107104.789217313,76239.3788006825,129749.856675196,126016.320958234,102189.017611013,108323.852881185,79274.4400803088,114052.754863326,45089.8328521649,0,140187.144842431,47889.4971679825,125330.023300964,68916.2330931325,123754.79138605,104590.758969821,369710.353634366,363443.342100356,469299.010502945,389275.619193676,140978.285245283,123567.044143296,36244.8750363543,13061.9731901431,638568.397710489,1116034.53271328,1150245.99352651,410940.602397907,437218.624580698,435435.352608008,335368.869363381,253523.528275353,379785.372636812,252419.210878819,230692.618950904,54801.9084210741,54398.5106158163,25631.8477720541,25636.2627244636,543688.780171552,28329.5315126222,486020.078431044,511029.528715413,385732.432196046,374071.187392266,371243.68265008,431560.006399787,430558.119001097,428535.544572318,62853.9002838889,55729.4829154036,553694.923906606,133189.492193665,285827.465121719,552848.68666363,425061.062869282,417429.419383503,388211.284443041,303502.456393695,163447.320480503,249674.853914525,209951.112057944,254633.222447273,487604.128504638,409488.285084278,501904.428898502,733712.295922676,156869.979921774,179836.016234382,115176.135791383,156821.25087504,168701.05124504,217051.066078048,155702.668038793,248340.435007439,238290.595300325,214995.328893168,131254.357428381,180423.608576395,173890.516768807,174884.058453883,187634.011389304,174888.469683149,231995.006708872,246340.953265882,783778.563970219,555619.2117251,745637.756614634,745466.402184428,276532.202993751,859583.548090259,272278.061259276,303359.122092522,350783.60502061,286226.845807729,361216.301092203,261816.358965028,557056.634742611,669446.116257145,98181.7454084926,147202.68894198,137034.632915666,86298.8402916689,306087.015586898,320560.957892161,301283.016016843,355387.184970429,304549.877269489,157616.429738871,300059.013060662,307145.820763889,122919.958755057,86367.3121066863,136778.872457871,120276.238187418,734720.156290896,730717.270640217,227603.256855892,221291.515513206,163318.086620768,200733.465967691,277773.082638538,138789.163209378,244931.540068651,167649.151332702,222410.473203099,145431.899568848,213563.420788621,203628.314181858,192376.472865962,146875.481926284,190686.355214596,258414.237905112,162763.553662959,172569.878162603,247248.884922325,408639.590344736,160670.196862436,224114.325534711,703682.765342248,227271.771846494,217651.665351031,212498.306337727,216227.288888832
240 EPMSC Roldanillo,293639.736055576,379288.353057624,228817.410908416,226167.193588257,228565.378329483,232986.926592625,231663.802632718,226715.825587752,738232.070125274,731630.412333526,133404.613817471,111281.973751575,156096.469752753,148406.970882814,138246.249615763,144562.161818655,107364.061214305,149350.022856653,45362.1786695606,36244.8750363543,111895.436692796,35410.1099914623,115325.444584089,56408.088863427,112846.130561591,99887.8905594186,402118.267053728,364033.166555366,499724.177940323,421524.223650811,133510.026061002,112776.79034817,0,28866.0490590382,666252.432073235,1089465.99588635,1177198.38889169,402362.539565879,417115.687111024,427753.855786799,329219.115013679,289571.325108423,373777.956100812,288372.02288837,266872.448273639,67788.6833660753,66289.0627156853,52771.3373505052,52688.8812884793,562735.609578419,57013.795924433,507003.232016811,524334.457153868,408957.611692805,397197.698309798,386914.396368197,455709.986873956,450702.237768848,448572.892725924,77513.3010853479,68266.2147968888,550798.082830545,169265.768106372,300712.924058162,549208.567068316,445003.645540464,438181.668513513,407992.93263272,327769.583109605,198951.121468393,282951.472217827,245180.61876624,285648.396622488,480683.999132421,399915.176677878,513310.276237171,740773.539109794,181659.043283454,201755.426714515,150889.381962336,182927.917790662,198256.043581865,248186.30253471,189235.756137455,277715.41000528,251788.282984188,224930.132137893,102138.426401527,201838.626395,205937.596765403,151968.392099439,220744.920110586,207210.2157262,268177.140447629,282300.573657278,784973.548422911,562390.529742687,744057.557837513,743972.423817802,283494.950499163,866074.012616138,304637.977726925,329079.448344192,379010.42023275,318301.308969183,389243.40106205,288709.767781323,557685.972975195,664632.194870167,98837.6728314551,153983.736930268,153466.279472079,99689.2794640528,335227.686392768,349046.859975397,331403.791696036,384642.062068322,299241.494561432,154696.424443633,312866.251082326,319459.682915766,131482.000750979,99831.4439437984,144588.918560419,122180.610199789,741873.786902193,737659.892492564,224503.295681032,219035.449046255,158504.262832867,200866.835391532,270741.367674696,133916.985891976,239787.509705137,159430.075342171,222634.053926475,140711.758100495,213729.705672936,202654.177627253,196307.401598708,146724.388074681,187034.024090018,258724.966845567,171807.408321474,174677.660963491,252908.184714838,408493.967179602,158056.724673021,224407.205367593,701828.466340451,244574.781836297,217073.157946991,228944.498313646,215147.820865109
241 EPMSC Sevilla,302733.205141448,398498.981372852,206826.618520095,203433.28303067,206610.974622134,211430.492362187,209380.475920016,203978.20737007,748781.298052165,741918.729392856,120148.195057637,87929.2846775019,142804.157351794,138839.972500705,110484.585780004,117877.746368847,79569.2946329759,120809.236874059,51674.4472172649,13061.9731901431,127480.895731916,34829.1168524599,113081.281327681,56019.5307513442,111382.747179521,93024.5269196668,382103.732868993,353769.23530573,482061.609295469,401704.200112325,129177.712490146,111208.789293571,28866.0490590381,0,651575.104281622,1115834.05559072,1150521.60122217,399376.739327677,424279.842330456,424043.194461041,324194.88672917,263639.207390054,368674.017688728,260250.010980564,240430.358243894,65420.174536136,64739.9033847371,38293.4099319404,38283.4686733196,556406.2035767,41257.8691794981,498896.948800553,523009.167477524,398733.585143447,387066.39139111,383519.830517995,444599.331984739,443358.621340064,441326.295230053,74039.412502716,66266.8053063602,562198.447551573,143397.016645082,297940.282182004,561147.956941765,437842.695095409,430278.297878674,400970.079455025,316535.424741901,174460.25782312,261862.532770418,221153.892363022,267359.248360715,494925.437994461,415935.791219989,513572.140663897,744628.741696037,169887.082878655,192686.224136089,126062.6650896,169877.396593553,181651.703879277,229777.344088253,167896.831883245,261271.752909677,232303.467640495,207731.279882134,129194.504199421,177523.33454006,186478.935934114,175955.898169971,199928.682027869,187413.464565383,241721.821864185,256643.260294242,793401.545325662,566432.287151441,754552.572975695,754403.733806806,268477.163033719,870404.531574742,284721.202720363,316420.415772449,363779.093374493,298732.19055405,374221.874807673,274871.718780327,566477.655337508,677457.557276633,106551.247340933,157497.734465174,149140.941419375,97557.410561799,319023.888352916,333544.512176793,314119.242784688,368304.533923073,293508.288643055,146729.758672752,293934.12983287,300858.460839024,133472.023246508,97641.4775502564,147248.99651098,129214.703282828,745655.356054647,741609.219328664,216893.324850226,210748.7394631,152079.234471273,190680.529824991,266373.98560354,127428.858880617,252500.940715879,174034.216368697,231393.742632733,152741.45207509,222508.465270349,212245.413418767,202190.809920147,155466.360350431,198525.320438303,267498.379516901,173613.319190527,181870.058305403,257588.254725485,417785.166052895,168668.59061086,233119.711591978,712515.291446248,239669.155653423,226413.918761768,224762.11102153,224853.328580645
242 COJAM Jamundi,427138.600171239,503234.58201406,306926.118420252,300873.923556698,306859.937631108,312816.335703914,308197.351079061,301364.113527754,871204.985298731,864707.724093493,244010.970812439,196655.005752277,265687.804793499,265358.370208944,191093.651876414,205648.22987967,125639.661918368,187646.839356932,176888.986542266,140978.285245283,89196.9643403791,98902.8337971164,19426.2601863536,77111.5498140699,22845.4577364684,36576.5231084178,482542.169730885,232640.727581584,588403.576653693,502401.839364737,0,22717.0140781983,133510.026061002,129177.712490146,764366.532327306,1178242.31569158,1101944.02728422,270267.997003675,304651.367412209,295139.744773595,195891.780486127,339165.115807867,240457.625651252,312551.524805475,313696.950269309,194395.254029909,193561.507210597,166458.760776446,166476.707111581,682650.611135471,168573.924489495,623534.973202074,652004.458437384,521287.397298858,509826.230836678,511984.227161476,565567.034553914,568983.945333341,567051.397537685,203194.619067278,195193.257796541,683488.643747635,231839.658931993,426761.034152876,681604.339385161,563660.689779148,555399.307440462,527053.276752713,438444.413147834,266520.394962828,362286.172438114,311430.345257128,376312.949490936,611399.726093666,528932.04171494,642749.116606428,873113.388433442,293653.5106485,318614.127434387,222730.736961115,292121.395901312,297783.282916152,339785.315876802,273079.823987502,374927.403008978,151851.644802511,117813.283950505,212129.592638135,142660.445534902,295844.501613594,269610.379490979,304520.565758467,295804.393733781,314770.280317146,334657.046917534,918460.218485916,694791.014768921,877050.462282414,876990.834238607,163226.018911331,998689.217967027,388260.375910404,436191.313610444,477990.500005785,402921.29130587,488735.112680119,393341.719483443,691158.491577994,796292.476196015,231892.704238038,285617.330912109,277998.476058855,226705.874283867,431840.567702081,447662.033378639,424411.818764368,479884.521927992,165746.538893741,26599.2987480831,205125.993609495,209959.410427876,262037.621750512,226793.743824468,275657.21784669,255187.213650503,874171.522740028,870052.188231722,91813.1761055598,87095.1538892937,26271.8817989652,72880.305142433,137612.176895755,9980.91283373749,372407.066913083,291553.632905693,356138.582253198,274003.585524195,347232.465335107,336156.678244717,329198.282982654,280168.458191138,320288.13560306,392234.720353351,302382.998666004,307907.39945142,385411.569265593,541939.223974812,291524.359270766,357910.428065629,834758.460298054,367869.649515654,350580.093408939,353318.995817715,348638.269128479
9004 POVAL Cali - Valle,406077.086883865,480555.785506504,298157.677462595,292616.812090183,298058.521624487,303818.24618151,299716.817530966,293123.383489564,849543.855057894,843106.673436929,228798.590922529,184530.175124607,250905.90603786,249197.333155384,183942.05678811,197680.198339131,120132.462873047,182780.922638149,156985.843917435,123567.044143296,71535.6467269179,79067.6758544589,3466.18099793334,56820.7343227302,424.740215068837,24845.9932326869,474643.356200161,255089.205851873,579303.984738215,494503.008080341,22717.0140781984,0,112776.790348169,111208.789293571,753702.412335885,1157497.94501307,1120300.84480161,289734.567512579,316323.840008048,315009.331568473,216549.313272661,335687.566708329,261088.651824498,313076.571644072,310381.504779903,175698.693933094,174726.699676131,149198.283736214,149203.257723757,666939.413344167,151673.485036519,608602.642796395,634070.48819061,507158.830925057,495606.612737549,494727.325163338,552073.610693122,553557.277610071,551574.080543525,184768.442772165,176442.846503562,661720.508571414,224378.803486558,409119.485958411,659730.285212166,548135.054968011,540209.306825845,511375.246219818,424457.243578803,258955.616294222,353855.878995061,304761.809742852,365938.227975934,589168.450478088,506515.369581378,624205.007068788,853322.815625414,278675.181808333,302826.645605331,213516.291878672,277662.23770199,285148.361380492,328965.593396142,262872.762558869,363324.432696041,171112.912647828,137774.405681677,189412.918378042,153947.648486064,284892.659687909,246902.045088422,294739.768498812,285081.374246508,311508.582935586,330654.429971228,897296.707874146,674951.670187693,855399.59745925,855354.138577371,185470.352537925,978732.440178313,379254.822363705,422938.858411067,466527.798852753,393829.743063131,477207.542921127,380409.472245941,669974.144091408,774204.786934275,211546.193038578,265993.773473656,260337.176084679,208193.597706279,420654.944268458,436155.748410584,413879.771675812,469163.674254405,186840.569049294,48680.271367632,226061.52469138,231149.548539525,242747.624130694,208294.166132045,256226.077422205,234884.223539627,854405.667553218,850230.25637753,114125.167067412,109634.315961931,48977.8320936617,95509.4060375784,158010.732641113,28059.7085056393,350713.492860077,269783.29742015,335256.524982904,252732.013054788,326362.814969713,315141.701953786,308997.645567284,259468.021849559,298946.984662968,371291.337980881,283168.317491118,287450.756137593,365458.928069453,520720.900775491,270436.044071304,337035.331150073,813078.513072508,350827.097579156,329586.040035575,335969.075103743,327573.064174418
